rank,cycle_marker,status_flag,code,name,market,asof_date,close,cycle_count_6m,avg_cycle_days,avg_swing_pct,latest_position,buy_range,sell_range,avg_daily_move_text,stop_price,low_6m,high_6m,range_6m_pct,position_in_6m_range_pct,avg_trading_value,liquidity_flag,score,legacy_market_score,reason,legacy_market_reason,market_metric_policy_version,market_metric_label_status,market_metric_missing_fields,trading_activity_label,trading_activity_basis_krw,trading_activity_basis_text,price_elasticity_label,price_elasticity_basis_pct,price_elasticity_basis_text,current_position_label,current_position_basis_pct,current_position_period,current_position_basis_text
39,🔵,✅,66570,LG전자,KOSPI,2026-07-02,192300,5,26.8,45.54,저점권 반등 초입,"160,700원~188,500원","220,000원~243,000원","약 ±12,620원 내외 (±5.83%)",154400,86600,438000,405.77,30.08,612228354375,False,160.0,160.0,6개월 대형 월간 반복사이클 5회 확인; 평균 26.8거래일 주기; 평균 파동폭 45.54%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 26.8거래일 주기; 평균 파동폭 45.54%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,612228354375,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.83,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
40,🔵,✅,79550,LIG디펜스앤에어로스페이스,KOSPI,2026-07-02,762000,5,26.8,38.7,중간권,"676,000원~752,000원","838,000원~900,000원","약 ±34,450원 내외 (±4.03%)",659000,399500,1118000,179.85,50.45,191656279975,False,160.0,160.0,6개월 대형 월간 반복사이클 5회 확인; 평균 26.8거래일 주기; 평균 파동폭 38.7%; 중간권,6개월 대형 월간 반복사이클 5회 확인; 평균 26.8거래일 주기; 평균 파동폭 38.7%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,191656279975,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.03,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
41,🔵,✅,353200,대덕전자,KOSPI,2026-07-02,131000,5,34.8,60.64,중간권,"115,100원~129,100원","145,000원~156,400원","약 ±6,350원 내외 (±4.71%)",111900,41550,198000,376.53,57.17,163706281750,False,160.0,160.0,6개월 대형 월간 반복사이클 5회 확인; 평균 34.8거래일 주기; 평균 파동폭 60.64%; 중간권,6개월 대형 월간 반복사이클 5회 확인; 평균 34.8거래일 주기; 평균 파동폭 60.64%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,163706281750,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.71,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
42,🔵,✅,1440,대한전선,KOSPI,2026-07-02,33700,5,31.8,56.3,저점권,"28,100원~33,000원","38,750원~42,900원","약 ±2,295원 내외 (±5.10%)",26950,22550,75900,236.59,20.9,160120040611,False,160.0,160.0,6개월 대형 월간 반복사이클 5회 확인; 평균 31.8거래일 주기; 평균 파동폭 56.3%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 31.8거래일 주기; 평균 파동폭 56.3%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,160120040611,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.1,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
43,🔵,✅,6340,대원전선,KOSPI,2026-07-02,11990,5,28.6,85.01,중간권,"10,120원~11,770원","13,640원~14,980원",약 ±749원 내외 (±6.91%),9740,3435,20300,490.98,50.73,142093243654,False,160.0,160.0,6개월 대형 월간 반복사이클 5회 확인; 평균 28.6거래일 주기; 평균 파동폭 85.01%; 중간권,6개월 대형 월간 반복사이클 5회 확인; 평균 28.6거래일 주기; 평균 파동폭 85.01%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,매우활발,142093243654,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,6.91,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
44,🔵,✅,37710,광주신세계,KOSPI,2026-07-02,39850,5,23.6,14.31,저점권 반등 초입,"37,200원~39,450원","42,150원~44,050원","약 ±1,051원 내외 (±2.70%)",36700,30400,59600,96.05,32.36,26093139723,False,158.0,158.0,6개월 대형 월간 반복사이클 5회 확인; 평균 23.6거래일 주기; 평균 파동폭 14.31%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 23.6거래일 주기; 평균 파동폭 14.31%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,26093139723,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.7,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
45,🔵,✅,120110,코오롱인더,KOSPI,2026-07-02,60200,5,28.0,31.24,저점권 반등 초입,"55,100원~59,400원","66,000원~70,700원","약 ±2,625원 내외 (±3.43%)",53000,40850,104900,156.79,30.21,19901558665,False,158.0,158.0,6개월 대형 월간 반복사이클 5회 확인; 평균 28.0거래일 주기; 평균 파동폭 31.24%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 28.0거래일 주기; 평균 파동폭 31.24%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,19901558665,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.43,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
46,🔵,✅,192820,코스맥스,KOSPI,2026-07-02,167300,5,25.8,21.83,저점권 반등 초입,"156,200원~165,600원","177,100원~185,100원","약 ±4,450원 내외 (±2.41%)",154000,141000,234500,66.31,28.13,11916973217,False,158.0,158.0,6개월 대형 월간 반복사이클 5회 확인; 평균 25.8거래일 주기; 평균 파동폭 21.83%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 25.8거래일 주기; 평균 파동폭 21.83%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11916973217,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.41,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
47,🔵,✅,10960,삼호개발,KOSPI,2026-07-02,4370,5,28.0,15.43,중간권,"4,150원~4,325원","4,565원~4,725원",약 ±89원 내외 (±2.55%),4105,2985,5500,84.25,55.07,10080747210,False,158.0,158.0,6개월 대형 월간 반복사이클 5회 확인; 평균 28.0거래일 주기; 평균 파동폭 15.43%; 중간권,6개월 대형 월간 반복사이클 5회 확인; 평균 28.0거래일 주기; 평균 파동폭 15.43%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,10080747210,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
48,🔵,✅,1120,LX인터내셔널,KOSPI,2026-07-02,37250,5,27.8,24.96,저점권,"34,550원~36,900원","39,650원~41,600원","약 ±1,084원 내외 (±2.42%)",34000,31650,57700,82.31,21.5,9891540358,False,158.0,158.0,6개월 대형 월간 반복사이클 5회 확인; 평균 27.8거래일 주기; 평균 파동폭 24.96%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 27.8거래일 주기; 평균 파동폭 24.96%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,9891540358,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.42,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
49,🔵,✅,88350,한화생명,KOSPI,2026-07-02,4400,5,20.0,29.42,저점권 반등 초입,"4,225원~4,355원","4,740원~5,020원",약 ±155원 내외 (±3.10%),4060,3035,7560,149.09,30.17,35030544288,False,157.0,157.0,6개월 대형 월간 반복사이클 5회 확인; 평균 20.0거래일 주기; 평균 파동폭 29.42%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 20.0거래일 주기; 평균 파동폭 29.42%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,35030544288,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.1,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
50,🔵,✅,9540,HD한국조선해양,KOSPI,2026-07-02,362500,5,25.8,21.46,저점권,"341,500원~359,000원","389,000원~410,500원","약 ±12,020원 내외 (±2.94%)",328000,338000,488000,44.38,16.33,99457151887,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 25.8거래일 주기; 평균 파동폭 21.46%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 25.8거래일 주기; 평균 파동폭 21.46%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,99457151887,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.94,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
51,🔵,✅,62040,산일전기,KOSPI,2026-07-02,238000,5,23.4,51.14,중간권,"211,000원~235,000원","261,500원~281,000원","약 ±10,760원 내외 (±4.69%)",205500,125000,341000,172.8,52.31,76592191807,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 23.4거래일 주기; 평균 파동폭 51.14%; 중간권,6개월 대형 월간 반복사이클 5회 확인; 평균 23.4거래일 주기; 평균 파동폭 51.14%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,76592191807,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.69,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
52,🔵,✅,10060,OCI홀딩스,KOSPI,2026-07-02,219000,5,24.2,48.89,저점권 반등 초입,"183,300원~213,500원","259,500원~293,000원","약 ±18,480원 내외 (±6.61%)",176100,100300,414000,312.76,37.84,76249693592,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 24.2거래일 주기; 평균 파동폭 48.89%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 24.2거래일 주기; 평균 파동폭 48.89%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,76249693592,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,6.61,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
53,🔵,✅,6360,GS건설,KOSPI,2026-07-02,29650,5,27.8,41.39,중간권,"25,700원~29,150원","33,150원~36,000원","약 ±1,589원 내외 (±5.02%)",24900,18220,44850,146.16,42.92,49805467343,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 27.8거래일 주기; 평균 파동폭 41.39%; 중간권,6개월 대형 월간 반복사이클 5회 확인; 평균 27.8거래일 주기; 평균 파동폭 41.39%; 중간권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,49805467343,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.02,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
54,🔵,✅,267250,HD현대,KOSPI,2026-07-02,207500,5,25.6,22.12,저점권,"188,600원~205,000원","224,000원~237,500원","약 ±7,540원 내외 (±2.92%)",184900,181000,333000,83.98,17.43,45987413268,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 25.6거래일 주기; 평균 파동폭 22.12%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 25.6거래일 주기; 평균 파동폭 22.12%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,45987413268,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 보통,2.92,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
55,🔵,✅,103590,일진전기,KOSPI,2026-07-02,78900,5,28.2,44.71,저점권 반등 초입,"68,700원~77,700원","87,800원~95,200원","약 ±4,065원 내외 (±4.34%)",66700,53100,147900,178.53,27.22,31380557517,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 28.2거래일 주기; 평균 파동폭 44.71%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 28.2거래일 주기; 평균 파동폭 44.71%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,31380557517,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.34,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
56,🔵,✅,47050,포스코인터내셔널,KOSPI,2026-07-02,51800,5,24.0,24.02,저점권,"46,700원~51,200원","56,300원~60,000원","약 ±2,040원 내외 (±3.08%)",45700,44850,91200,103.34,14.99,31073366568,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 24.0거래일 주기; 평균 파동폭 24.02%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 24.0거래일 주기; 평균 파동폭 24.02%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,31073366568,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.08,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
57,🔵,✅,489790,한화비전,KOSPI,2026-07-02,49650,5,23.6,27.83,저점권,"46,650원~49,150원","56,100원~61,300원","약 ±2,910원 내외 (±4.02%)",47800,43700,97900,124.03,10.98,30448010653,False,155.0,155.0,6개월 대형 월간 반복사이클 5회 확인; 평균 23.6거래일 주기; 평균 파동폭 27.83%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 23.6거래일 주기; 평균 파동폭 27.83%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,30448010653,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.02,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
58,🔵,✅,9420,한올바이오파마,KOSPI,2026-07-02,62400,5,23.0,28.5,상단권,"56,200원~61,700원","65,400원~69,500원","약 ±2,475원 내외 (±4.74%)",55000,38400,73000,90.1,69.36,35185359093,False,150.0,150.0,6개월 대형 월간 반복사이클 5회 확인; 평균 23.0거래일 주기; 평균 파동폭 28.5%; 상단권,6개월 대형 월간 반복사이클 5회 확인; 평균 23.0거래일 주기; 평균 파동폭 28.5%; 상단권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,활발,35185359093,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.74,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
59,🔵,✅,1040,CJ,KOSPI,2026-07-02,163300,5,27.2,21.8,저점권,"149,800원~161,500원","176,500원~187,300원","약 ±6,000원 내외 (±3.21%)",145300,148300,235000,58.46,17.3,24690674150,False,148.0,148.0,6개월 대형 월간 반복사이클 5회 확인; 평균 27.2거래일 주기; 평균 파동폭 21.8%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 27.2거래일 주기; 평균 파동폭 21.8%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,24690674150,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.21,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
60,🔵,✅,71970,HD현대마린엔진,KOSPI,2026-07-02,63400,5,31.0,34.56,저점권,"55,300원~62,400원","70,500원~76,300원","약 ±3,230원 내외 (±4.15%)",53700,53900,118200,119.29,14.77,13808701380,False,148.0,148.0,6개월 대형 월간 반복사이클 5회 확인; 평균 31.0거래일 주기; 평균 파동폭 34.56%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 31.0거래일 주기; 평균 파동폭 34.56%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,13808701380,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,4.15,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
61,🔵,✅,11170,롯데케미칼,KOSPI,2026-07-02,63500,5,27.0,28.79,저점권,"61,200원~62,500원","70,700원~76,600원","약 ±3,265원 내외 (±3.78%)",58800,60600,119500,97.19,4.92,11521265706,False,148.0,148.0,6개월 대형 월간 반복사이클 5회 확인; 평균 27.0거래일 주기; 평균 파동폭 28.79%; 저점권,6개월 대형 월간 반복사이클 5회 확인; 평균 27.0거래일 주기; 평균 파동폭 28.79%; 저점권,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,11521265706,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 높음,3.78,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
62,🔵,✅,229640,LS에코에너지,KOSPI,2026-07-02,55600,5,29.2,47.11,저점권 반등 초입,"46,350원~54,500원","63,700원~70,400원","약 ±3,695원 내외 (±5.55%)",44500,34000,109800,223.18,28.52,10734989678,False,148.0,148.0,6개월 대형 월간 반복사이클 5회 확인; 평균 29.2거래일 주기; 평균 파동폭 47.11%; 저점권 반등 초입,6개월 대형 월간 반복사이클 5회 확인; 평균 29.2거래일 주기; 평균 파동폭 47.11%; 저점권 반등 초입,2026-07-01-v6.0-market-metric-standards,PARTIAL,current_position,보통,10734989678,최근 20거래일 평균 거래대금 (avg_trading_value),탄력 불안정,5.55,최근 20거래일 하루평균 절대등락률 (avg_daily_move_text),,,,
